timestamp,nav,cash,gross_exposure,net_exposure,leverage,daily_pnl,drawdown
1634428800000000000,915351,859081,56270.5,56270.5,0.0614742,-292.606,0.0937149
1634515200000000000,913981,859081,54900.5,54900.5,0.0600674,-1370.03,0.0950714
1634601600000000000,913843,859081,54762.9,54762.9,0.0599259,-137.549,0.0952076
1634688000000000000,915545,825030,90514.8,90514.8,0.0988644,1701.63,0.0935228
1634774400000000000,916823,825030,91793.1,91793.1,0.100121,1278.29,0.0922571
1634860800000000000,916285,825030,91255,91255,0.0995923,-538.141,0.09279
1634947200000000000,918010,825030,92979.5,92979.5,0.101284,1724.53,0.0910825
1635033600000000000,919049,825030,94018.7,94018.7,0.1023,1039.18,0.0900536
1635120000000000000,919983,883276,36707.4,36707.4,0.0399001,934.009,0.0891289
1635206400000000000,918294,883276,35018.9,35018.9,0.0381347,-1688.53,0.0908007
1635292800000000000,918294,883276,35018.9,35018.9,0.0381347,0,0.0908007
1635379200000000000,917597,883276,34321.2,34321.2,0.0374033,-697.678,0.0914914
1635465600000000000,917928,883276,34652.8,34652.8,0.0377511,331.618,0.0911631
1635552000000000000,917166,883276,33890.6,33890.6,0.0369515,-762.156,0.0919177
1635638400000000000,915508,883276,32232.6,32232.6,0.0352074,-1657.99,0.0935593
1635724800000000000,914114,883276,30838,30838,0.0337354,-1394.67,0.0949401
1635811200000000000,914114,883276,30838,30838,0.0337354,0,0.0949401
1635897600000000000,916081,883276,32805.5,32805.5,0.0358107,1967.56,0.0929921
1635984000000000000,916694,883276,33418.9,33418.9,0.0364559,613.353,0.0923848
1636070400000000000,917702,883276,34426.8,34426.8,0.0375141,1007.89,0.0913869
1636156800000000000,916534,883276,33258.4,33258.4,0.0362872,-1168.35,0.0925437
1636243200000000000,915088,883276,31812.3,31812.3,0.0347642,-1446.12,0.0939755
1636329600000000000,915088,883276,31812.3,31812.3,0.0347642,0,0.0939755
1636416000000000000,914608,776832,137776,137776,0.150639,-480.37,0.0944511
1636502400000000000,916988,776832,140156,140156,0.152844,2380.42,0.0920942
